Order ID,Ship Mode,Customer ID,Region,Segment,Category,Sub-Category,Product Name,Product ID,Quantity,Revenue,Discount,Profit
US-2012-122784,Standard Class,RA-19915,Central,Consumer,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",FUR-BO-10002545,5,913.43,0.3,-52.196
CA-2013-156811,Standard Class,BP-11095,West,Corporate,Office Supplies,Appliances,Staple holder,OFF-AP-10001366,4,43.92,0,11.8584
CA-2013-156811,Standard Class,BP-11095,West,Corporate,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",OFF-BI-10001628,3,25.032,0.2,7.8225
CA-2014-111556,First Class,CD-11920,East,Consumer,Office Supplies,Paper,Xerox 1968,OFF-PA-10003651,7,46.76,0,22.4448
CA-2014-111556,First Class,CD-11920,East,Consumer,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",FUR-BO-10003159,2,183.968,0.2,-25.2956
CA-2014-111556,First Class,CD-11920,East,Consumer,Technology,Phones,Samsung Galaxy Mega 6.3,TEC-PH-10001459,3,1259.97,0,327.5922
CA-2014-111556,First Class,CD-11920,East,Consumer,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,OFF-AR-10004602,3,68.97,0,19.3116
CA-2013-108868,Standard Class,KB-16585,Central,Corporate,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,OFF-AR-10001953,2,70.368,0.2,6.1572
CA-2013-108868,Standard Class,KB-16585,Central,Corporate,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",TEC-PH-10000923,5,59.96,0.2,21.7355
CA-2011-142965,Same Day,SW-20245,East,Consumer,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,OFF-ST-10002583,1,25.984,0.2,-5.1968
CA-2011-142965,Same Day,SW-20245,East,Consumer,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,OFF-BI-10000977,3,27.36,0.7,-21.888
CA-2013-148740,Standard Class,AH-10690,West,Corporate,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,TEC-PH-10002549,2,361.376,0.2,27.1032
US-2011-138758,Standard Class,JL-15835,East,Consumer,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",FUR-CH-10002880,2,172.186,0.3,-46.7362
US-2011-138758,Standard Class,JL-15835,East,Consumer,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",FUR-FU-10003039,2,69.008,0.2,12.0764
CA-2013-131737,Same Day,GZ-14470,East,Consumer,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",OFF-EN-10003055,5,199.9,0,89.955
CA-2013-131737,Same Day,GZ-14470,East,Consumer,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,OFF-AP-10002945,3,901.95,0,297.6435
CA-2013-131737,Same Day,GZ-14470,East,Consumer,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,FUR-FU-10004306,5,971.5,0,252.59
CA-2013-114538,First Class,RC-19825,West,Consumer,Office Supplies,Art,SANFORD Major Accent Highlighters,OFF-AR-10002445,2,11.328,0.2,2.5488
CA-2011-127936,First Class,CL-12565,East,Consumer,Office Supplies,Art,SANFORD Major Accent Highlighters,OFF-AR-10002445,3,21.24,0,8.0712
CA-2012-164336,Standard Class,MW-18220,East,Consumer,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,TEC-AC-10002345,3,34.8,0.2,2.175
CA-2012-164336,Standard Class,MW-18220,East,Consumer,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,OFF-ST-10001558,3,38.976,0.2,-2.436
CA-2013-100041,Standard Class,BF-10975,Central,Corporate,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",OFF-PA-10001622,2,9.08,0,4.086
CA-2013-100041,Standard Class,BF-10975,Central,Corporate,Office Supplies,Paper,Xerox 189,OFF-PA-10000418,3,314.55,0,150.984
CA-2013-100041,Standard Class,BF-10975,Central,Corporate,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",OFF-BI-10000343,1,4.91,0,2.3077
US-2011-154879,Standard Class,SN-20710,West,Home Office,Office Supplies,Labels,Staple-on labels,OFF-LA-10004425,2,5.78,0,2.7166
US-2011-154879,Standard Class,SN-20710,West,Home Office,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,OFF-AR-10001897,6,107.94,0,30.2232
CA-2011-130624,First Class,TB-21280,East,Consumer,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",OFF-PA-10003883,3,19.65,0,9.039
CA-2011-130624,First Class,TB-21280,East,Consumer,Technology,Phones,GE 2-Jack Phone Line Splitter,TEC-PH-10003963,3,617.97,0,160.6722
CA-2011-130624,First Class,TB-21280,East,Consumer,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",OFF-AP-10001303,3,59.7,0,26.865
CA-2014-132339,Standard Class,JB-15400,East,Corporate,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,OFF-BI-10003925,1,387.99,0,182.3553
CA-2011-153983,Standard Class,AH-10210,West,Consumer,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,TEC-PH-10004586,2,575.92,0.2,71.99
CA-2011-153983,Standard Class,AH-10210,West,Consumer,Office Supplies,Fasteners,Staples,OFF-FA-10003495,5,30.4,0,15.2
CA-2014-112900,Second Class,KL-16645,Central,Consumer,Office Supplies,Binders,GBC Recycled Regency Composition Covers,OFF-BI-10002867,8,478.24,0,219.9904
CA-2011-160157,Standard Class,MH-17455,East,Consumer,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,FUR-FU-10003773,3,190.848,0.2,-21.4704
CA-2011-139633,Standard Class,EC-14050,East,Consumer,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,OFF-BI-10002954,4,5.484,0.7,-4.0216
CA-2012-163090,Second Class,GH-14665,Central,Consumer,Office Supplies,Supplies,Acme Box Cutter Scissors,OFF-SU-10002537,5,40.92,0.2,3.069
CA-2011-117016,Standard Class,SC-20095,South,Consumer,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",OFF-AR-10001374,3,15.552,0.2,2.3328
CA-2014-159464,First Class,TB-21355,South,Corporate,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",OFF-AP-10001492,2,17.24,0,4.4824
CA-2014-159464,First Class,TB-21355,South,Corporate,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,FUR-BO-10003546,3,302.94,0,75.735
CA-2014-159464,First Class,TB-21355,South,Corporate,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,TEC-PH-10002185,5,34.75,0,15.6375
CA-2014-159464,First Class,TB-21355,South,Corporate,Office Supplies,Binders,Poly Designer Cover & Back,OFF-BI-10000315,6,113.94,0,54.6912
CA-2014-159464,First Class,TB-21355,South,Corporate,Technology,Phones,Apple EarPods with Remote and Mic,TEC-PH-10002350,2,55.98,0,15.6744
US-2014-103226,Standard Class,DW-13195,West,Corporate,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,OFF-PA-10002666,3,27.18,0,12.231
CA-2014-119452,Standard Class,CL-12565,Central,Consumer,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",FUR-CH-10004495,6,1805.88,0,523.7052
CA-2014-147725,Same Day,LT-17110,East,Consumer,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,OFF-AR-10001725,3,70.95,0,18.447
CA-2013-168893,Second Class,AP-10915,South,Consumer,Office Supplies,Fasteners,Advantus Plastic Paper Clips,OFF-FA-10002280,4,20,0,9.6
CA-2013-168893,Second Class,AP-10915,South,Consumer,Office Supplies,Art,Economy #2 Pencils,OFF-AR-10001770,3,7.98,0,2.0748
CA-2013-168893,Second Class,AP-10915,South,Consumer,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,FUR-FU-10002885,5,24.1,0,9.158
CA-2013-168893,Second Class,AP-10915,South,Consumer,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,OFF-AR-10003772,1,8.75,0,2.625
CA-2013-168893,Second Class,AP-10915,South,Consumer,Furniture,Tables,Global Adaptabilities Conference Tables,FUR-TA-10003392,3,842.94,0,160.1586
CA-2013-163398,Standard Class,CB-12415,Central,Consumer,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,OFF-BI-10000014,1,2.182,0.8,-3.6003
CA-2013-163398,Standard Class,CB-12415,Central,Consumer,Office Supplies,Art,Newell 316,OFF-AR-10003217,7,27.384,0.2,2.7384
CA-2013-163398,Standard Class,CB-12415,Central,Consumer,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,OFF-AP-10002403,3,26.406,0.8,-71.2962
CA-2013-162726,Standard Class,MT-17815,Central,Consumer,Office Supplies,Paper,Xerox 214,OFF-PA-10001972,2,10.368,0.2,3.6288
CA-2013-162726,Standard Class,MT-17815,Central,Consumer,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",OFF-PA-10004041,4,23.68,0.2,7.4
US-2013-111290,Standard Class,DK-13375,Central,Consumer,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,TEC-AC-10004975,1,109.95,0,36.2835
US-2013-111290,Standard Class,DK-13375,Central,Consumer,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,OFF-ST-10001932,5,965.85,0,135.219
US-2013-111290,Standard Class,DK-13375,Central,Consumer,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,OFF-AR-10001761,5,29.2,0,10.512
US-2013-111290,Standard Class,DK-13375,Central,Consumer,Office Supplies,Paper,Xerox 192,OFF-PA-10002262,5,32.4,0,15.552
US-2011-147704,Standard Class,SR-20740,Central,Home Office,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",OFF-EN-10004483,5,78.35,0,36.8245
US-2011-147704,Standard Class,SR-20740,Central,Home Office,Office Supplies,Paper,Xerox 1954,OFF-PA-10003270,6,31.68,0,14.256
US-2011-147704,Standard Class,SR-20740,Central,Home Office,Office Supplies,Binders,Wilson Jones Active Use Binders,OFF-BI-10001634,4,29.12,0,14.2688
US-2011-147704,Standard Class,SR-20740,Central,Home Office,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",OFF-ST-10000675,5,169.45,0,42.3625
CA-2012-121965,Standard Class,LH-17155,West,Consumer,Furniture,Furnishings,Eldon 200 Class Desk Accessories,FUR-FU-10000732,2,12.56,0,4.0192
CA-2012-121965,Standard Class,LH-17155,West,Consumer,Office Supplies,Paper,Xerox 231,OFF-PA-10004355,1,6.48,0,3.1104
CA-2012-121965,Standard Class,LH-17155,West,Consumer,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,OFF-EN-10000056,3,186.69,0,87.7443
CA-2013-147137,First Class,AA-10645,West,Consumer,Furniture,Furnishings,"Master Caster Door Stop, Brown",FUR-FU-10000221,5,25.4,0,8.636
CA-2013-147137,First Class,AA-10645,West,Consumer,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",OFF-EN-10003567,2,43.96,0,20.6612
CA-2013-147137,First Class,AA-10645,West,Consumer,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",FUR-BO-10001811,5,1279.165,0.15,225.735
CA-2013-147137,First Class,AA-10645,West,Consumer,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,OFF-ST-10002486,4,27.92,0,0.5584
US-2012-146745,Standard Class,AS-10630,West,Home Office,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,FUR-CH-10002372,2,129.568,0.2,-12.9568
US-2012-146745,Standard Class,AS-10630,West,Home Office,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",OFF-BI-10003274,2,6.368,0.2,2.1492
CA-2014-115175,Standard Class,MC-17575,West,Consumer,Office Supplies,Paper,Xerox 1891,OFF-PA-10001878,5,244.55,0,114.9385
CA-2014-105851,Standard Class,SE-20110,West,Consumer,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,OFF-SU-10002881,2,1332.496,0.2,-299.8116
US-2014-125717,First Class,DS-13030,West,Home Office,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,FUR-FU-10001979,1,32.776,0.2,3.2776
US-2014-125717,First Class,DS-13030,West,Home Office,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",OFF-ST-10001522,2,147.184,0.2,-29.4368
US-2014-125717,First Class,DS-13030,West,Home Office,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,TEC-AC-10003657,2,54.384,0.2,1.3596
US-2014-125717,First Class,DS-13030,West,Home Office,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,OFF-BI-10001718,4,76.776,0.7,-58.8616
US-2014-125717,First Class,DS-13030,West,Home Office,Office Supplies,Paper,Xerox 1992,OFF-PA-10003022,3,14.352,0.2,5.2026
US-2014-125717,First Class,DS-13030,West,Home Office,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,OFF-AP-10000891,2,209.792,0.2,26.224
CA-2012-163895,Standard Class,NS-18640,West,Corporate,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",OFF-BI-10004970,1,3.304,0.2,1.1151
CA-2014-168641,Standard Class,KA-16525,East,Consumer,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",OFF-AR-10003759,9,16.38,0,7.371
CA-2014-168641,Standard Class,KA-16525,East,Consumer,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,OFF-EN-10003001,2,167.96,0,78.9412
CA-2014-168641,Standard Class,KA-16525,East,Consumer,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,FUR-BO-10000780,2,321.568,0.2,-16.0784
CA-2014-168641,Standard Class,KA-16525,East,Consumer,Office Supplies,Paper,Xerox 214,OFF-PA-10001972,2,12.96,0,6.2208
CA-2014-156895,Standard Class,DJ-13510,East,Corporate,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",FUR-CH-10003535,3,128.058,0.3,-23.7822
CA-2014-121300,Same Day,MG-17680,East,Home Office,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",FUR-CH-10003774,1,63.686,0.3,-15.4666
CA-2014-121300,Same Day,MG-17680,East,Home Office,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,TEC-AC-10004571,3,239.976,0.2,65.9934
CA-2014-121300,Same Day,MG-17680,East,Home Office,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,FUR-TA-10004442,2,344.22,0.4,-189.321
CA-2014-121300,Same Day,MG-17680,East,Home Office,Office Supplies,Paper,Xerox 227,OFF-PA-10002787,3,15.552,0.2,5.4432
CA-2014-121300,Same Day,MG-17680,East,Home Office,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,FUR-FU-10004586,4,21.248,0.2,7.4368
CA-2014-121300,Same Day,MG-17680,East,Home Office,Office Supplies,Paper,Xerox 1928,OFF-PA-10002606,2,8.448,0.2,2.64
CA-2014-130211,Same Day,BD-11620,Central,Consumer,Office Supplies,Storage,Fellowes Recycled Storage Drawers,OFF-ST-10000129,3,333.09,0,23.3163
CA-2014-130211,Same Day,BD-11620,Central,Consumer,Furniture,Tables,Bevis 36 x 72 Conference Tables,FUR-TA-10003748,2,248.98,0,54.7756
CA-2011-147235,Standard Class,CD-11920,East,Consumer,Office Supplies,Paper,Xerox 190,OFF-PA-10004948,5,24.9,0,11.703
CA-2013-109365,Standard Class,XP-21865,West,Consumer,Office Supplies,Fasteners,Stockwell Push Pins,OFF-FA-10001561,7,15.26,0,5.0358
CA-2013-109365,Standard Class,XP-21865,West,Consumer,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,OFF-AP-10002998,2,43.32,0,14.2956
CA-2013-109365,Standard Class,XP-21865,West,Consumer,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",OFF-BI-10003981,12,43.584,0.2,15.7992
CA-2013-109365,Standard Class,XP-21865,West,Consumer,Office Supplies,Paper,Xerox 1892,OFF-PA-10001725,3,116.28,0,56.9772
CA-2013-109365,Standard Class,XP-21865,West,Consumer,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,OFF-BI-10002071,2,9.296,0.2,3.0212
CA-2013-109365,Standard Class,XP-21865,West,Consumer,Office Supplies,Paper,Xerox 22,OFF-PA-10000477,3,19.44,0,9.3312
CA-2013-109365,Standard Class,XP-21865,West,Consumer,Office Supplies,Paper,Multicolor Computer Printout Paper,OFF-PA-10004359,3,314.55,0,150.984
CA-2012-162621,Standard Class,CA-12055,Central,Home Office,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",OFF-BI-10000962,5,16.27,0.8,-25.2185
CA-2012-162621,Standard Class,CA-12055,Central,Home Office,Office Supplies,Supplies,Stiletto Hand Letter Openers,OFF-SU-10003567,9,69.12,0.2,-14.688
CA-2012-162621,Standard Class,CA-12055,Central,Home Office,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",OFF-BI-10003708,3,4.47,0.8,-7.8225
CA-2014-105921,Standard Class,JM-15250,West,Consumer,Furniture,Tables,Chromcraft Round Conference Tables,FUR-TA-10001095,3,418.296,0.2,5.2287
CA-2011-150798,Second Class,JK-15730,East,Consumer,Technology,Copiers,Sharp 1540cs Digital Laser Copier,TEC-CO-10001571,2,659.988,0.4,109.998
CA-2011-150798,Second Class,JK-15730,East,Consumer,Furniture,Furnishings,"Master Caster Door Stop, Brown",FUR-FU-10000221,2,8.128,0.2,1.4224
CA-2011-150798,Second Class,JK-15730,East,Consumer,Office Supplies,Paper,Xerox 214,OFF-PA-10001972,7,36.288,0.2,12.7008
CA-2011-150798,Second Class,JK-15730,East,Consumer,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,FUR-CH-10000015,6,909.72,0.3,-51.984
CA-2014-112753,Standard Class,CC-12670,West,Consumer,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",FUR-BO-10004015,9,917.9235,0.15,75.5937
CA-2014-112753,Standard Class,CC-12670,West,Consumer,Office Supplies,Paper,Xerox 1930,OFF-PA-10002036,6,38.88,0,19.0512
CA-2014-155075,Standard Class,GW-14605,East,Consumer,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,OFF-BI-10003650,4,631.176,0.7,-462.8624
CA-2011-103401,Standard Class,GR-14560,West,Corporate,Office Supplies,Paper,Xerox 211,OFF-PA-10003309,2,12.96,0,6.2208
CA-2013-124814,Standard Class,FM-14215,West,Corporate,Office Supplies,Paper,Xerox 227,OFF-PA-10002787,2,12.96,0,6.2208
CA-2013-124814,Standard Class,FM-14215,West,Corporate,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",OFF-BI-10000174,5,23.2,0.2,8.12
CA-2011-116757,Standard Class,MS-17980,Central,Corporate,Office Supplies,Paper,Xerox 225,OFF-PA-10002005,5,25.92,0.2,9.072
CA-2011-116757,Standard Class,MS-17980,Central,Corporate,Office Supplies,Fasteners,Staples,OFF-FA-10002815,6,21.312,0.2,7.1928
US-2011-138247,Standard Class,BF-11170,West,Home Office,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,TEC-PH-10000213,7,173.656,0.2,17.3656
US-2011-138247,Standard Class,BF-11170,West,Home Office,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,OFF-AP-10000828,2,361.96,0,101.3488
US-2011-138247,Standard Class,BF-11170,West,Home Office,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,TEC-AC-10004708,3,62.85,0,13.1985
US-2011-138247,Standard Class,BF-11170,West,Home Office,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,TEC-PH-10001530,3,818.376,0.2,51.1485
US-2011-138247,Standard Class,BF-11170,West,Home Office,Office Supplies,Storage,Tennsco Commercial Shelving,OFF-ST-10002301,1,20.34,0,0.2034
US-2011-138247,Standard Class,BF-11170,West,Home Office,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",FUR-FU-10002554,1,23.99,0,5.5177
CA-2014-167003,Standard Class,VS-21820,West,Consumer,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",FUR-TA-10001520,3,171.288,0.2,-6.4233
CA-2013-119935,Standard Class,KM-16225,Central,Corporate,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,FUR-FU-10001085,2,37.3,0,17.158
CA-2013-119935,Standard Class,KM-16225,Central,Corporate,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",OFF-BI-10001597,2,81.96,0,39.3408
CA-2013-118969,First Class,LP-17095,West,Consumer,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",OFF-BI-10002429,6,54.792,0.7,-40.1808
CA-2013-145240,First Class,BG-11740,Central,Consumer,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",OFF-ST-10001590,1,10.784,0.2,0.8088
CA-2013-120873,Second Class,BW-11200,South,Consumer,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,FUR-CH-10000847,1,290.98,0,75.6548
US-2014-111920,Standard Class,PS-18970,Central,Home Office,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,OFF-AR-10003179,4,36.44,0,12.0252
US-2013-128678,Standard Class,RB-19570,West,Consumer,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",OFF-PA-10000807,5,21.4,0,10.058
US-2013-128678,Standard Class,RB-19570,West,Consumer,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",OFF-BI-10002103,7,48.664,0.2,15.8158
CA-2013-101385,Standard Class,JW-16075,West,Consumer,Office Supplies,Art,BIC Brite Liner Highlighters,OFF-AR-10004441,4,16.56,0,6.9552
CA-2014-107167,Standard Class,ND-18460,South,Corporate,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",OFF-ST-10003805,8,1347.52,0.2,84.22
CA-2011-109491,Standard Class,LC-16930,Central,Corporate,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,TEC-AC-10001284,3,62.31,0,22.4316
CA-2011-109491,Standard Class,LC-16930,Central,Corporate,Furniture,Furnishings,"Master Caster Door Stop, Brown",FUR-FU-10000221,4,20.32,0,6.9088
CA-2014-105445,Second Class,BP-11095,West,Corporate,Office Supplies,Fasteners,Staples,OFF-FA-10001229,3,9.432,0.2,3.0654
CA-2011-107454,Standard Class,RD-19720,East,Consumer,Office Supplies,Labels,Avery 499,OFF-LA-10001569,7,34.86,0,16.0356
CA-2011-107454,Standard Class,RD-19720,East,Consumer,Furniture,Furnishings,Tensor Computer Mounted Lamp,FUR-FU-10004018,6,89.34,0,24.1218
US-2014-105046,Standard Class,BE-11335,East,Home Office,Technology,Phones,Avaya 5420 Digital phone,TEC-PH-10004536,2,269.98,0,67.495
US-2014-105046,Standard Class,BE-11335,East,Home Office,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,OFF-PA-10004353,5,99.9,0,47.952
US-2014-105046,Standard Class,BE-11335,East,Home Office,Furniture,Furnishings,DAX Solid Wood Frames,FUR-FU-10004848,4,39.08,0,14.4596
CA-2014-152856,Second Class,RS-19765,East,Corporate,Technology,Accessories,Memorex Micro Travel Drive 32 GB,TEC-AC-10004864,4,116.832,0.2,33.5892
CA-2013-134691,Standard Class,KC-16540,Central,Consumer,Office Supplies,Binders,Binder Posts,OFF-BI-10002393,2,2.296,0.8,-3.9032
CA-2013-118759,First Class,MB-17305,East,Consumer,Furniture,Chairs,Hon GuestStacker Chair,FUR-CH-10002335,2,408.006,0.1,72.5344
CA-2013-118759,First Class,MB-17305,East,Consumer,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",OFF-ST-10001590,3,40.44,0,10.5144
CA-2011-140403,Same Day,TN-21040,West,Home Office,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",FUR-CH-10002774,3,122.352,0.2,13.7646
CA-2011-140403,Same Day,TN-21040,West,Home Office,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",OFF-EN-10001219,2,15.28,0,7.4872
CA-2012-163104,Standard Class,MC-18130,West,Corporate,Office Supplies,Paper,Xerox 1974,OFF-PA-10001947,2,11.96,0,5.8604
CA-2014-138464,Standard Class,VF-21715,West,Home Office,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",FUR-FU-10003142,3,15.84,0,4.9104
CA-2014-138464,Standard Class,VF-21715,West,Home Office,Office Supplies,Binders,GBC VeloBinder Manual Binding System,OFF-BI-10001543,3,86.376,0.2,30.2316
CA-2014-138464,Standard Class,VF-21715,West,Home Office,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,OFF-AR-10003560,3,18.24,0,6.2016
CA-2014-138464,Standard Class,VF-21715,West,Home Office,Office Supplies,Art,Crayola Colored Pencils,OFF-AR-10004757,4,13.12,0,4.3296
CA-2012-104129,Standard Class,ES-14080,East,Corporate,Technology,Phones,i.Sound Portable Power - 8000 mAh,TEC-PH-10003800,2,105.98,0,1.0598
CA-2012-104129,Standard Class,ES-14080,East,Corporate,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",FUR-TA-10004152,7,493.92,0.3,-28.224
US-2014-132206,Standard Class,MK-17905,Central,Corporate,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,OFF-BI-10000756,7,5.936,0.8,-8.904
CA-2014-113474,First Class,TM-21490,Central,Consumer,Office Supplies,Envelopes,Multimedia Mailers,OFF-EN-10004206,2,325.86,0,149.8956
CA-2012-126557,Second Class,RL-19615,Central,Consumer,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",FUR-CH-10004477,9,383.607,0.3,-5.4801
CA-2012-126557,Second Class,RL-19615,Central,Consumer,Technology,Phones,Geemarc AmpliPOWER60,TEC-PH-10003505,2,148.48,0.2,16.704
CA-2012-126557,Second Class,RL-19615,Central,Consumer,Technology,Phones,Vtech CS6719,TEC-PH-10000526,7,537.544,0.2,53.7544
CA-2012-126557,Second Class,RL-19615,Central,Consumer,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,OFF-BI-10003314,2,1.928,0.8,-2.9884
CA-2012-126557,Second Class,RL-19615,Central,Consumer,Office Supplies,Art,Newell 32,OFF-AR-10003190,3,6.912,0.2,0.6912
CA-2012-126557,Second Class,RL-19615,Central,Consumer,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",FUR-FU-10001861,1,7.76,0.6,-2.134
CA-2012-126557,Second Class,RL-19615,Central,Consumer,Technology,Phones,GE 2-Jack Phone Line Splitter,TEC-PH-10003963,4,659.168,0.2,49.4376
US-2014-107636,First Class,NM-18520,East,Consumer,Office Supplies,Labels,Avery 5,OFF-LA-10003388,2,5.76,0,2.8224
